Ranking,Nombre,Cargo,Patrimonio_Mill.euros,Ranking_2017,Ranking_Sexo,Ranking_CCAA,Valor_bolsa.100,Variacion_patrimonio.100,Variacion_patrimonio,Sector,Empresas,Descripcion,CCAA,Familia
115,Hermanos Bernat Serra,Ex propietarios de Chupa Chups,420,104,51,33,0,-1.2,-5,Multiinversor,"ex Chupa Chups, Casa Batlló","Los cinco hermanos Bernat Serra, hijos de Enric Bernat Fontlladosa, el empresario que dio vida a Chupa Chups en la localidad asturiana de Villamayor, viven de las rentas de la venta de la empresa de caramelos en 2006 por unos 400 millones.                                Sus patrimoniales convergen en la oficina familiar Bernat, que preside Marcos Bernat. Por separado invierten en inmuebles en Cataluña o Hungría, en logística o en el comercio de trufas.                                La Casa Battló, de su propiedad, es una de las atracciones turísticas más rentables de Barcelona. El año pasado recibió a 1.078.746 personas, un 9% más que en 2015, baitendo su récord de ventas.                                Tres de los Bernat controlan cuatro sicavs con 65,6 millones de euros (sept. 2017).                            ",Cataluña,NA
114,Alejandro Aznar Sainz y familia,Propietarios de Marqués de Riscal e Ibaizabal,430,88,48,10,1.3,-14,-70,"Transporte, Vino","Naviera Ibaizábal, Marqués de Riscal","Los hermanos Aznar Sainz se reparten el Grupo Ibaizabal, con sedes en Getxo y Madrid, con intereses variados y una naviera con remolcadores y servicios de transporte marítimo.                                Poseen además en torno al 40% de las bodegas Marqués de Riscal (El Ciego, Álava), donde también participan otros miembros de la saga Aznar y los hermanos Salamero Laorden.                                En los 50, los Aznar invirtieron junto a los Urrutia y los Daurella en Norbega, la embotelladora vasconavarra de Coca Cola (que incluia también Cantabria y La Rioja). En 2014, Aznar salió del Consejo de Coca Cola tras vender su parte.                                Grupo Ibaizabal está en plena fase de renovación de sus petroleros. Ha donado un remolcador a la ONG Proactiva Open Arms, dedicada al salvamento de refugiados en alta mar.                            ",País Vasco,Familia
113,José Luis Carrillo Rodríguez y familia,Socios de Mecalux,430,NA,50,32,0,NA,NA,Industria,Mecalux,"La compañía participada por la familia Carrillo y por Corporación Financiera Alba espera cerrar pronto una operación valorada en entre 400 y 700 millones de euros.                                El grupo industrial chino Nanjing Inform Storage Equipment y el fondo de capital riesgo Advent se han interesado por la compañía española.                                Factura 570 millones y acumula una deuda de 100 millones. Vende en 70 países y tiene once fábricas (tres de ellas en España), entre ellas, la gijonesa Esmena.                                Carrillo controla el 53,6% de Mecalux a través de la sociedad Acerolux. Otro 9% está en manos de la familia vasca Zardoya.                            ",Cataluña,Familia
112,Hermanos Domínguez Fernández,Dueños del Grupo Textil Lonia y Bimba y Lola,430,108,49,8,1.1,7.5,30,Textil,"Textil Lonia, Bimba y Lola","La saga de los Domínguez está ligada al mundo de la moda gallega tanto como Amancio Ortega o Roberto Verino. La Sociedad Textil Lonia es la segunda firma en tamaño, tras Inditex, con un negocio de 331 millones.                                Opera con las marcas CH Carolina Herrera y Purificación García y factura dos tercios fuera de España.                                En 2015, Puig compró un 25% de la sociedad, valorándola en 480 millones. Lonia estuvo participada por Louis Vuitton hasta 2014.                                Bimba y Lola, la marca creada por María y Uxía, hijas de Jesús Domínguez, ha crecido hasta las 225 tiendas y factura 150 millones.                                El modisto Adolfo Domínguez, que también camina por separado, ha cumplido 20 años desde que sacó a Bolsa su firma. Hoy vale 50 millones y tiene socios estables, Puig entre ellos.                            ",Galicia,NA
111,Francesc Rubiralta Rubió,Accionista de Celsa,430,103,48,31,0.9,1.2,5,"Industria, Metalurgia",Celsa Group,"En noviembre de 2017, Celsa evitó el colapso in extremis y cerró la refinanciación de su deuda de 2.673 millones. El gigante metalúrgico catalán llevaba ocho años negociando con la banca.                                El grupo cerró 2017 con unas ventas de alrededor de 4.500 millones y un beneficio operativo de 350 millones. Un 85% de sus ventas se realizan fuera de España.                                Celsa, la compañía fundada por el manresano Francisco Rubiralta Vilaseca, fallecido en 2010, cumplió 50 años en 2017.                            ",Cataluña,NA
110,Javier y José María Ventura,Dueño de Adam Foods,440,98,47,30,0,-7.4,-35,Alimentación,Adam Foods,"Adam Foods, la alimentaria de Javier Ventura Ferrero, se creó hace dos años de la división en dos mitades de la firma catalana Nutrexpa.                                Valorada entonces en 300 millones de euros, fabrica las marcas La Piara, Phoskitos, Chiquilín, Artiach, sopas Aneto, Campurrianas, Filipinos, La Granja San Francisco y Cuétara.                                El año pasado cerró la compra del negocio de pan de Panrico, tras la quiebra de esta última, que incluye sus plantas en España y Portugal.                                Laboratorios Ordesa, propiedad de José María Ventura Ferrero y su familia (Ventura Arasanz), fabrica leche y cereales infantiles (Blemil y Blevit).                                Ordesa emplea a 281 personas y fabrica en Sant Boi de Llobregat (Barcelona). Factura 133 millones (2016) y prevé alcanzar los 200 millones en 2020. En octubre de 2017 trasladó su sede a Huesca.                            ",Cataluña,NA
109,Familia Fradera Lloret,Ex propietarios de Uniland,440,69,46,29,4.4,-34.8,-235,Multiinversor,ex Uniland,"Uniland era la mayor cementera de Cataluña cuando FCC la adquirió en 2006, en pleno auge inmobiliario, por 2.200 millones. Los Fradera y sus socios, la familia Rumeu, controlaban entonces el 73,7%.                                Lumbier de Inversiones, liderada por Alejandra Fradera Peters, aglutina los negocios conjuntos de al menos 20 descendientes de Santiago Fradera -sus cinco hijos y algunos nietos-.                                El hólding invirtió y desinvirtió en varias sociedades cotizadas en Estados Unidos y Francia. En 2016 invirtió en la barcelonesa Vibia Lighting.                                Hade dos años, Lumbier salió del capital (a pérdida) de la energética Renovalia y de la inmobiliaria One Brindley Place Lux SARL (Luxemburgo).                                Los Fradera tienen activos inmobiliarios en Alemania, España y China. Reparte 80 millones en inversiones financieras.                            ",Cataluña,NA
108,Víctor Madera Muñoz,Accionista de Fresenius,440,94,47,3,91.6,-12,-60,Salud,Fresenius,"En 2016 protagonizó la mayor operación de la historia del negocio hospitalario privado en España: la venta de Quirón Salud a la alemana Fresenius por 5.760 millones de euros.                                Del monto de la operación, 400 millones fueron para Madera, en un paquete de acciones de Fresenius (el 1,11% del grupo alemán) que debía mantener al menos dos años.                                Completa su fortuna con un patrimonio inmobiliario compuesto por palacetes y villas en Asturias, viviendas y fincas en Madrid, Portugal y Baleares.                            ",Asturias,NA
107,Francisco Martínez Cosentino-Justo y hermanos,Dueños del Grupo Cosentino,440,106,46,6,1.9,10,40,Construcción,Cosentino,"La inauguración de sus nuevos cuarteles centrales para América en Coral Gables, junto a Miami, marcan el año de los andaluces Cosentino. En el continente ya suman 69 establecimientos propios y 1.400 empleados.                                Su expansión internacional le ha llevado también a Dubai, donde en diciembre abrió su décima 'City', sus nuevas tiendas de diseño.                                Eduardo, Francisco y José Martínez-Cosentino invierten además en inmuebles, un hotel de cuatro estrellas y en la socimi cotizada Trajano.                            ",Andalucía,NA
106,Carlos Delclaux Zulueta y familia,Accionistas de control de Vidrala,440,172,45,9,87,91.3,210,Industria,Vidrala,"Vidrala, la cristalera que controla la familia vasca, subió un 76% en Bolsa en 2017 y se valora en más de 2.000 millones.                                Sigue con su política expansiva. El año pasado adquirió la portuguesa Santos Barosa Vidros por 250 millones. En 2015, compró la británica Encirc por más de 400 millones.                                Carlos Delclaux, presidente desde 2002, ha colocado a la empresa alavesa nacida en 1965 en el pelotón de cabeza de los grandes fabricantes de vidrio europeos.                                Cinco miembros de la saga Delclaux se sientan en el Consejo de Administración de Vidrala. Su peso en el capital ronda el 17%.                            ",País Vasco,Familia
105,María del Mar y Miguel Ángel García-Baquero Vela,Propietarios de Quesos García-Baquero y Walinver 21,450,96,44,1,0,-5.3,-25,"Alimentación, Láctea, Inmuebles",Lácteas García Baquero,"Miguel Angel y Mar García-Baquero Vela, dos de los cuatro hijos de Hersilio García Baquero, se reparten los cargos ejecutivos de García Baquero, la láctea de Alcázar de San Juan, la tercera de Europa por producción.                                Hace 16 años, la láctea facturaba en torno a 115 millones. En el último ejercicio superaba los 366 millones. Exporta a 60 países.                                Coblilac, su patrimonial, participa además en la inmobiliaria Los Jardines de Valderas, con activos valorados en 207 millones (2015).                                Sus primos, los García-Baquero Arias (ex socios del grupo quesero), sacaron el año pasado a Bolsa la socimi AM Locales Property.                            ",Castilla-La Mancha,NA
104,Joseba Grajales Jiménez,Fundador de Gamesa y Guascor,460,100,45,8,9.6,2.2,10,"Industria, Salud","Sanitas Internacional, ex Guascor","Su principal apuesta es Organización Sanitas Internacional (Osi Health), dedicada a sanidad privada, con fuerte presencia en Colombia y expansión por América, Rusia y Asia. En 2017, Grajales anunció una inversión de 4.000 millones de dólares en los próximos diez años con el objetivo de alcanzar un negocio de 10.000 millones de dólares y operar en 12 países.                                Su división sanitaria se completa con Praxis Pharmaceutical, que fabrica y desarrolla medicamentos para terceros, con sede Miñano, Álava.                                Es dueño de El Conjuro de El Ciego, una bodega con más de 80 años situada en El Ciego (Álava), con 4,5 hectáreas de viñedos.                                En octubre de 2017 dio de baja su sicav títulos Imbaca, donde acumulaba 43 millones de euros.                            ",País Vasco,NA
